row,col,mean_delta_suitability,mean_ALT_m,mean_soil_moisture_mm
10,51,0.0,0.8439999751746654,89.7472984986559
10,52,0.0,1.4800000041723251,152.22104295903995
10,53,0.0,2.319999933242798,224.42955394097567
10,54,0.0,2.319999933242798,235.6332290729526
10,55,0.0,2.319999933242798,227.59804019539666
10,56,0.0,1.3080000102519989,131.92477012291485
10,57,0.0,0.91799997985363,108.2973023345068
10,58,0.0,3.180000066757202,405.6324065646396
10,59,0.0,2.319999933242798,272.92056133407175
10,60,0.0,3.180000066757202,135.86083652576764
10,61,0.0,3.0725000500679016,100.27093356713058
10,62,0.0,3.0295000433921815,330.79658299526443
10,63,0.0,2.70699999332428,311.2101533743343
11,1,0.0,3.180000066757202,180.86882784256576
11,2,0.0,3.180000066757202,132.83417885109967
11,3,0.0,3.180000066757202,134.07743591771958
11,4,0.0,3.180000066757202,139.18892550915203
11,5,0.0,3.180000066757202,148.84056941382465
11,6,0.0,3.180000066757202,198.05825506443074
11,7,0.0,3.180000066757202,225.68849775974203
11,9,-0.0050000000000000044,3.180000066757202,250.3384414334518
11,10,0.0,3.180000066757202,208.90256937550294
11,11,-0.0050000000000000044,3.180000066757202,176.98430535008268
11,12,-0.0050000000000000044,3.180000066757202,264.0138585266187
11,13,-0.002499999999999991,3.180000066757202,264.49098677152176
11,14,-0.004999999999999982,3.180000066757202,180.91921620958186
11,15,-0.004999999999999982,3.180000066757202,176.59980273900132
11,16,0.0,3.180000066757202,215.60275701692098
11,17,0.0,3.180000066757202,211.20993531706614
11,18,0.0,2.319999933242798,154.94650044584017
11,19,0.0,3.180000066757202,186.4505291416706
11,20,-0.010000000000000009,3.180000066757202,118.7504534143037
11,21,0.0,3.180000066757202,117.90526833443725
11,22,0.002499999999999991,3.180000066757202,110.42303604391842
11,23,0.0,2.319999933242798,92.19069081308915
11,24,0.0,1.5759999960660935,106.23577396193926
11,25,0.0,1.0849999994039536,44.263689842522204
11,26,0.0,1.9359999656677247,98.9582470892696
11,27,0.0,2.295999935269356,112.23442060898647
11,28,0.0,3.1155000567436217,192.99426903217903
11,29,0.0125,3.180000066757202,135.13246664942022
11,30,0.0125,3.180000066757202,138.80287342511537
11,31,0.0,2.055999955534935,64.54146338078048
11,32,0.0,1.3600000143051147,107.04923442312304
11,33,0.0,1.8399999737739563,115.31650045458022
11,34,0.0,1.2170000031590462,105.71143699859518
11,35,0.0,1.1389999970793725,103.98682833072942
11,36,0.0,1.1389999970793725,101.75493393028306
11,37,0.0,0.8219999745488167,64.7617944451956
11,38,0.0,2.271999937295914,213.66900674776383
11,39,0.0,1.1780000001192092,95.28875391965332
11,40,0.0,0.8659999758005142,83.55591241586883
11,41,0.0,0.8399999737739563,86.64299308345292
11,42,0.0,1.1780000001192092,52.64210078167449
11,43,0.0,2.319999933242798,245.05770547748412
11,44,-0.06999999999999999,2.319999933242798,273.1596246203761
11,45,0.0,1.3600000143051147,51.7264171878752
11,46,0.0,0.8529999747872352,86.29941717773815
11,47,0.0,0.8789999768137932,111.27043447375306
11,48,0.0,0.91799997985363,116.27502141414985
11,49,0.0,1.695999985933304,173.72562534404682
11,50,0.0,1.5280000001192093,171.09581502430206
11,51,-0.0050000000000000044,2.1759999454021455,234.6850488416946
11,52,0.0,0.8789999768137932,84.45829104402571
11,53,0.0,0.956999982893467,124.669824771413
11,54,0.0,1.408000010251999,159.2517797951226
11,55,0.0,1.3600000143051147,114.23628089473348
11,56,0.0,1.3600000143051147,113.77229440451993
11,57,0.0,0.943999981880188,38.64288443435204
11,58,0.0,0.758999977260828,66.09437304273054
11,59,0.0,0.8399999737739563,68.49491161475594
11,60,0.0,0.7679999768733978,59.082711271964136
11,61,0.0,1.2040000021457673,44.56914593725308
11,62,0.0,3.180000066757202,449.93452870588953
11,63,0.0,3.180000066757202,425.4615077960728
11,64,0.0,3.180000066757202,216.6613759813387
11,65,0.0,3.180000066757202,248.48464848082955
12,4,0.0,3.180000066757202,194.35667172925875
12,5,0.0,3.180000066757202,197.9741875704519
12,6,0.0,3.180000066757202,135.90044746415236
12,7,0.0,3.180000066757202,216.66927315992666
12,8,-0.007499999999999995,3.180000066757202,235.7163051755985
12,9,0.0,3.180000066757202,239.67873786577692
12,10,-0.0050000000000000044,3.180000066757202,235.66006413892873
12,11,-0.007499999999999995,3.180000066757202,206.81956507483497
12,12,0.0,2.319999933242798,243.1874003035513
12,13,0.0,2.319999933242798,243.38409942031234
12,14,0.0,3.180000066757202,193.73493623984126
12,15,-0.002499999999999991,3.180000066757202,198.1660578319354
12,16,0.0,3.180000066757202,169.66929970936212
12,17,0.0,2.319999933242798,159.57264697722152
12,18,0.0,2.319999933242798,151.6144057170427
12,19,0.0,1.3600000143051147,106.4438529816583
